SerialSeq,Serial,Surname,FirstName,MiddleInitMostly,Suffix,RankRole,Unit2011,UnitDesc,UnitMap,Unit2014,Unit2016,Unit2019,Name,Unit2020,MiddleName
8209,8209,Carmen,Christopher,,,Admin Specialist Ii,,Emergency Management - Staff Ass,,,,A200B,,,
8209,8209,Carmen,Christopher,,,Admin Specialist Ii,,Emergency Management - Staff Assis~,,,,,"Carmen, Christopher",A200B,
8211,8211,Breed,Kelley,M,,"Police Comm, Dispatcher Ii",,Comm -,2Nd W (D) - Cb,,,C314J,,,
8211,8211,Breed,Kelley,M,,Police Comm Dispatcher I,,Comm - 3Rd W (D) - Cb,,,,,"Breed, Kelley M",C314P,M
8212,8212,Brown,Kelsey,,,Police Comm Dispatcher I,,Comm -,2Nd W (A) - Ca,,,C314G,,,
8212,8212,Brown,Kelsey,,,Police Comm Dispatcher I,,Comm - 3Rd W (D) - Cb,,,,,"Brown, Kelsey",C314P,
8213,8213,Getchell,Cherie,,,Executive,,Legal - Transparency And Privacy,,,,A610,,,
8213,8213,Getchell,Cherie,,,Executive,,Legal - Transparency And Privacy,,,,,"Getchell, Cherie",A610,
8214,8214,Macinnes,Clayton,R,,Evidence Warehouser,,Evidence Warehouse - Squad A,,,,B762A,,,
8214,8214,Macinnes,Clayton,R,,Evidence Warehouser,,Evidence Warehouse - Squad A,,,,,"Macinnes, Clayton R",B762A,R
8215,8215,Fauth,Cameron,P,,Admin Support Supervisor,,Auto Records Unit,,,,C515,,,
8215,8215,Fauth,Cameron,P,,Admin Support Supervisor,,Auto Records Unit,,,,,"Fauth, Cameron P",C515,P
8216,8216,Frisch,Tyler,P,,Parking Enfor Officer,,Parking Enforcement - Training Squ,,,,B637T,,,
8216,8216,Frisch,Tyler,P,,Parking Enfor Officer,,Parking Enforcement - P13 Squad,,,,,"Frisch, Tyler P",B637M,P
8217,8217,Dennis,Darius,L,,Parking Enfor Officer,,Parking Enforcement - Training Squ,,,,B637T,,,
8217,8217,Dennis,Darius,L,,Parking Enfor Officer,,Parking Enforcement - P7 Squad,,,,,"Dennis, Darius L",B637G,L
8218,8218,Pasol,William,C,,Parking Enfor Officer,,Parking Enforcement - Training Squ,,,,B637T,,,
8218,8218,Pasol,William,C,,Parking Enfor Officer,,Parking Enforcement - P11 Squad,,,,,"Pasol, William C",B637K,C
8219,8219,Swalwell,Stacy,M,,Parking Enfor Officer,,Parking Enforcement - Training Squ,,,,B637T,,,
8219,8219,Swalwell,Stacy,M,,Parking Enfor Officer,,Parking Enforcement - P13 Squad,,,,,"Swalwell, Stacy M",B637M,M
8220,8220,Perkins,Grainne,,,Manager Ii,,Opa - Investigations - Unit A,,,,A111,,,
8220,8220,Perkins,Grainne,,,Manager Ii,,Opa - Investigations - Unit A,,,,,"Perkins, Grainne",A111,
8221,8221,Guerrero,Cristian,E,,Parking Enfor Officer,,Parking Enforcement - Training Squ,,,,B637T,,,
8221,8221,Guerrero,Cristian,E,,Parking Enfor Officer,,Parking Enforcement - P12 Squad,,,,,"Guerrero, Cristian E",B637L,E
8222,8222,Lee,Kevin,L,,Parking Enfor Officer,,Parking Enforcement - Training Squ,,,,B637T,,,
8223,8223,Westermann,Elizabeth,,,Parking Enfor Officer,,Parking Enforcement - Training Squ,,,,B637T,,,
8223,8223,Westermann,Elizabeth,,,Parking Enfor Officer,,Parking Enforcement - P13 Squad,,,,,"Westermann, Elizabeth",B637M,
8224,8224,Anderson,Hilary,K,,Police Comm Dispatcher I,,Comm - Training Detail,,,,C313A,,,
8225,8225,Jones,Janeth,,,Police Comm Dispatcher I,,Comm - Training Detail,,,,C313A,,,
8225,8225,Jones,Janeth,,,Police Comm Dispatcher I,,Comm - 1St W (E) - Cc,,,,,"Jones, Janeth",C314E,
8226,8226,Fainga,Nesiteko,,,Admin Specialist I,,Auto Records - Day Shift,,,,C515A,,,
8226,8226,Fainga,Nesiteko,,,Admin Specialist I,,Auto Records - Day Shift,,,,,"Fainga, Nesiteko",C515A,
8227,8227,Barry,John,,,Strategic Advisor I,,Opa - Investigations - Team A,,,,A111A,,,
8227,8227,Barry,John,,,Strategic Advisor I,,Opa - Investigations - Analyst,,,,,"Barry, John",A110C,
8228,8228,Roake,Megan,C,,Victim Advocate,,Dv - Vst (Victim Support Team),,,,,"Roake, Megan C",B721V,C
8230,8230,Sisk,John,S,,Police Comm Dispatcher I,,Comm - Training Detail,,,,C313A,,,
8231,8231,Porter,Kathleen,L,,Police Comm Dispatcher I,,Comm - Training Detail,,,,C313A,,,
8231,8231,Porter,Kathleen,L,,Admin Specialist I,,Dv - Domestic Violence Unit - Admi~,,,,,"Porter, Kathleen L",B721Y,L
8232,8232,Schur,Susan,L,,Admin Specialist Ii,,Violent Crimes Section - Administra,,,,B710Y,,,
8232,8232,Schur,Susan,L,,Admin Specialist Ii,,Violent Crimes Section - Administr~,,,,,"Schur, Susan L",B710Y,L
8233,8233,Mckechnie,Rebecca,,,Strategic Advisor Ii,,Hr - Eeo,,,,,"Mckechnie, Rebecca",A800E,
8234,8234,Gastelum,Claudia,B,,Police Data Technician,,Data Center - Day Shift,,,,,"Gastelum, Claudia B",C521A,B
8235,8235,Inaba,Christopher,M,,Community Service Officer Supervisor,,Community Service Office - Squad A,,,,,"Inaba, Christopher M",A311J,M
8236,8236,Anderson,Amanda,N,,Community Service Officer,,Community Service Office - Squad B,,,,,"Anderson, Amanda N",A311K,N
8237,8237,Marchetti,Justin,,,Community Service Officer,,Community Service Office - Squad B,,,,,"Marchetti, Justin",A311K,
8238,8238,Castillo,Jermaine,,,Community Service Officer,,Community Service Office - Squad A,,,,,"Castillo, Jermaine",A311J,
8239,8239,Ngoun,Cindy,,,Community Service Officer,,Community Service Office - Squad B,,,,,"Ngoun, Cindy",A311K,
8240,8240,Belle,Davonte,,,Police Comm Dispatcher I,,Comm - 3Rd W (A) - Ca,,,,,"Belle, Davonte",C314M,
8241,8241,Hayne,Spencer,,,Strategic Advisor Ii,,Intell - Investigations Squad,,,,,"Hayne, Spencer",B713A,
8242,8242,Ross,Charles,,,Strategic Advisor Ii,,Intell - Investigations Squad,,,,,"Ross, Charles",B713A,
8243,8243,Wilson,Julie,,,Admin Specialist Ii,,Public Requests - Day Shift,,,,,"Wilson, Julie",C512A,
8244,8244,Mack,Mia,S,,Community Service Officer,,Community Service Office - Squad A,,,,,"Mack, Mia S",A311J,S
8245,8245,Shadduck,Paige,,,Police Data Technician,,Data Center - Swing Shift,,,,,"Shadduck, Paige",C521B,
8246,8246,Levering,Kyle,,,Police Data Technician,,Data Center - Swing Shift,,,,,"Levering, Kyle",C521B,
8247,8247,Pinkham,Vicki,L,,Community Service Officer,,Community Service Office - Squad A,,,,,"Pinkham, Vicki L",A311J,L
8248,8248,Atwal,Jagbir,S,,Community Service Officer,,Community Service Office - Squad B,,,,,"Atwal, Jagbir S",A311K,S
8249,8249,Bergstrom,Sarah,B,,Police Comm Dispatcher I,,Comm - 3Rd W (B) - Ca,,,,,"Bergstrom, Sarah B",C314N,B
8250,8250,Kiovsky,Oliver,R,,Police Comm Dispatcher I,,Comm - 3Rd W (B) - Ca,,,,,"Kiovsky, Oliver R",C314N,R
8251,8251,Bautista,Krystal,S,,Community Service Officer,,Community Service Office - Squad A,,,,,"Bautista, Krystal S",A311J,S
8252,8252,Qi,Tingting,,,Strategic Advisor Ii,,Data Driven Analysts,,,,,"Qi, Tingting",C040A,
8253,8253,Rodriguez,Juniper,R,,Community Service Officer,,Community Service Office - Squad B,,,,,"Rodriguez, Juniper R",A311K,R
8255,8255,Garcia,Maria,T,,Community Service Officer,,Community Service Office - Squad A,,,,,"Garcia, Maria T",A311J,T
8256,8256,Malanca,Lara,,,Admin Staff Assistant,,Legal - Support Team,,,,,"Malanca, Lara",A611A,
8257,8257,Filipcic,Suzanne,,,Police Data Technician,,Data Center - Day Shift,,,,,"Filipcic, Suzanne",C521A,
8258,8258,Butler,Aidan,,,Police Data Technician,,Data Center - Day Shift,,,,,"Butler, Aidan",C521A,
8259,8259,Argo,Mergitu,M,,Community Service Officer,,Community Service Office - Squad B,,,,,"Argo, Mergitu M",A311K,M
8260,8260,Hendrix,Kevin,A,,Community Service Officer,,Community Service Office - Squad B,,,,,"Hendrix, Kevin A",A311K,A
8261,8261,Derby,Karen,G,,"Photographer, Sr",,Photo Lab,,,,,"Derby, Karen G",B761P,G
8262,8262,Rohrer,Dane,,,Strategic Advisor I,,Opa - Investigations - Team A,,,,,"Rohrer, Dane",A111A,
8263,8263,Chen,Sihao,,,Admin Specialist Ii,,Opa - Administration,,,,,"Chen, Sihao",A100Y,
8264,8264,Warren,Tyler,,,"Police Comm, Dispatcher Ii",,Comm - 2Nd W (E) - Cc,,,,,"Warren, Tyler",C314K,
8265,8265,Neuhaus,Zachary,,,Police Comm Dispatcher I,,Comm - 2Nd W (F) - Cc,,,,,"Neuhaus, Zachary",C314L,
8266,8266,Ashburn,Justin,,,Police Comm Dispatcher I,,Comm - 2Nd W (F) - Cc,,,,,"Ashburn, Justin",C314L,
8267,8267,Sims,Jessica,,,Parking Enfor Officer,,Parking Enforcement - Training Squ~,,,,,"Sims, Jessica",B637T,
8269,8269,Maldonado,Brianna,,,Police Comm Dispatcher I,,Comm - Training Detail,,,,,"Maldonado, Brianna",C313A,
8270,8270,Lewis,Michael,,,Police Comm Dispatcher I,,Comm - Training Detail,,,,,"Lewis, Michael",C313A,
8271,8271,Levelle,Elizabeth,,,Police Comm Dispatcher I,,Comm - Training Detail,,,,,"Levelle, Elizabeth",C313A,
8272,8272,Burnett,Breona,,,Police Comm Dispatcher I,,Comm - Training Detail,,,,,"Burnett, Breona",C313A,
8273,8273,Altenberger,Samuel,,,Police Comm Dispatcher I,,Comm - Training Detail,,,,,"Altenberger, Samuel",C313A,
8274,8274,Delozier,Anna,,,"Police Comm, Dispatcher Ii",,Comm - Training Detail,,,,,"Delozier, Anna",C313A,
8275,8275,Williams,Michael,,,Evidence Warehouser,,Evidence Warehouse - Squad A,,,,,"Williams, Michael",B762A,
8276,8276,Clancy,Amy,,,Strategic Advisor Iii,,Cop - Strategic Communications,,,,,"Clancy, Amy",A010,
8277,8277,Sullivan,Jennifer,,,Strategic Advisor Ii,,Public Affairs,,,,,"Sullivan, Jennifer",A311O,
8278,8278,Henderson,Alissa,C,,Admin Specialist Ii,,Public Requests - Day Shift,,,,,"Henderson, Alissa C",C512A,C
8279,8279,Hutton,Kate,R,,Strategic Advisor Ii,,Emergency Mgmnt - Education And Ou~,,,,,"Hutton, Kate R",A210B,R
8280,8280,Whittler,Chelsea,A,,Strategic Advisor I,,Opa - Investigations - Team A,,,,,"Whittler, Chelsea A",A111A,A
8300,8300,Sobania,Kassi,A,,Police Officer Detective,,Dv Squad A - Investigations,,,,B721A,,,
8300,8300,Sobania,Kassi,A,,Police Recruit,,Dv Squad C - Elder Abuse & Fraud,,,B721C,,,,
8300,8300,Sobania,Kassi,A,,Police Officer Detective,,Dv Squad A - Investigations,,,,,"Sobania, Kassi A",B721A,A
8301,8301,Duennes,Travis,A,,Police Officer Probation,,North Pct,2Nd W - L/U Relief,,B122T,,,,
8301,8301,Duennes,Travis,A,,Police Officer,,North Pct,2Nd W - L/U Relief,,,B122T,,,
8301,8301,Duennes,Travis,A,,Police Officer,,Hr - Department Unavailable Person~,,,,,"Duennes, Travis A",A810X,A
8302,8302,Smith,Tre,I,,Police Officer Probation,,West Pct,1St W - Kq/Dm Relief,,B111T,,,,
8302,8302,Smith,Tre,I,,Police Officer,,West Pct,1St W - Kq/Dm Relief,,,B111T,,,
8302,8302,Smith,Tre,I,,Police Officer,,West Pct 1St W - Kq/Dm Relief,,,,,"Smith, Tre I",B111T,I
8303,8303,Butenhoff,Dillon,J,,Police Officer Probation,,East Pct,2Nd W - George,,B242G,,,,
8303,8303,Butenhoff,Dillon,J,,Police Officer,,East Pct,2Nd W - Charlie Relief,,,B242W,,,
8303,8303,Butenhoff,Dillon,J,,Police Officer,,East Pct 2Nd W - Charlie Relief,,,,,"Butenhoff, Dillon J",B242W,J
8304,8304,Cahill,Jesse,S,,Police Officer Probation,,Southwest Pct,3Rd W - William,,B253W,,,,
8304,8304,Cahill,Jesse,S,,Police Officer,,Southwest Pct,3Rd W - William,,,B253W,,,
8304,8304,Cahill,Jesse,S,,Police Officer,,Southwest Pct 3Rd W - William,,,,,"Cahill, Jesse S",B253W,S
8305,8305,Mattson,Garick,G,,Police Officer,,Hr - Department Unavailable Person,,,,A810X,,,
8305,8305,Mattson,Garick,G,,Police Officer Probation,,West Pct,3Rd W - David,,B113D,,,,
8305,8305,Mattson,Garick,G,,Police Officer,,West Pct 3Rd W - David,,,,,"Mattson, Garick G",B113D,G
8306,8306,Phillips,Wesley,E,,Police Officer,,Navigation Team - Squad B,,,,A312O,,,
8306,8306,Phillips,Wesley,E,,Police Officer Probation,,North Pct,2Nd W - John,,B122J,,,,
8306,8306,Phillips,Wesley,E,,Police Officer Detective,,Hr - Background Investigations,,,,,"Phillips, Wesley E",A810B,E
8307,8307,Schnathorst,Chad,C,,Police Recruit,,Hr - Blea - Academy Recruits,,,C021F,,,,
8308,8308,Velasquez,Ricardo,M,,Police Officer Probation,,West Pct,3Rd W - K/Q Relief,,B113T,,,,
8308,8308,Velasquez,Ricardo,M,,Police Officer,,West Pct,3Rd W - Queen,,,B113Q,,,
8308,8308,Velasquez,Ricardo,M,,Police Officer,,West Pct 3Rd W - Queen,,,,,"Velasquez, Ricardo M",B113Q,M
8309,8309,Benner,Devon,J,,Police Officer Probation,,North Pct,1St W - Boy (John),,B121B,,,,
8309,8309,Benner,Devon,J,,Police Officer,,North Pct,2Nd W - North Beats,,,B122A,,,
8309,8309,Benner,Devon,J,,Police Officer,,North Pct 2Nd W - North Beats,,,,,"Benner, Devon J",B122A,J
8310,8310,Clark,Matthew,C,,Police Officer Probation,,West Pct,2Nd W - David,,B112D,,,,
8310,8310,Clark,Matthew,C,,Police Officer,,West Pct,2Nd W - King Beats,,,B112B,,,
8310,8310,Clark,Matthew,C,,Police Officer,,West Pct 2Nd W - King Beats,,,,,"Clark, Matthew C",B112B,C
8311,8311,Calhoun,John,P,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8312,8312,Capelouto,Albert,M,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8312,8312,Capelouto,Albert,M,,Police Officer,,Southwest Pct,2Nd W - Frank,,,B252F,,,
8312,8312,Capelouto,Albert,M,,Police Officer,,Southwest Pct 2Nd W - Frank,,,,,"Capelouto, Albert M",B252F,M
8313,8313,Hill,Burton,J,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8313,8313,Hill,Burton,J,,Police Officer,,Southwest Pct,3Rd W - William,,,B253W,,,
8313,8313,Hill,Burton,J,,Police Officer,,Southwest Pct 3Rd W - William,,,,,"Hill, Burton J",B253W,J
8314,8314,Lindelef,Garth,E,,Police Officer,,Southwest Pct Ops - Night Act,,,,B259B,,,
8314,8314,Lindelef,Garth,E,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8314,8314,Lindelef,Garth,E,,Police Officer,,Southwest Pct Ops - Night Act,,,,,"Lindelef, Garth E",B259B,E
8315,8315,Fowler,Adam,K,,Police Officer Probation,,West Pct,1St W - D/M (Late),,B111D,,,,
8315,8315,Fowler,Adam,K,,Police Officer,,West Pct,3Rd W - David Beats,,,B113A,,,
8315,8315,Fowler,Adam,K,,Police Officer,,West Pct 3Rd W - David Beats,,,,,"Fowler, Adam K",B113A,K
8316,8316,Gilmore,Lance,E,,Police Officer Probation,,North Pct,1St W - Union,,B121U,,,,
8316,8316,Gilmore,Lance,E,,Police Officer,,South Pct,1St W - Ocean,,,B231O,,,
8316,8316,Gilmore,Lance,E,,Police Officer,,South Pct 1St W - Ocean,,,,,"Gilmore, Lance E",B231O,E
8317,8317,Gindhart,Jason,M,,Police Officer,,Hr - Department Unavailable Person,,,,A810X,,,
8317,8317,Gindhart,Jason,M,,Police Officer Probation,,Southwest Pct,3Rd W - F/W Relief,,B253T,,,,
8318,8318,Mercer,Trevin,M,,Police Officer Probation,,South Pct,2Nd W - Ocean,,B232O,,,,
8319,8319,Merner,Robert,M,,Assistant Chief Of Police,,Investigations Bureau,,,B700,,,,
8320,8320,Tarrant,Perry,A,,Assistant Chief Of Police,,Special Operations Bureau,,,B600,,,,
8321,8321,Good,Matthew,W,,Police Officer Probation,,East Pct,2Nd W - Charlie Relief,,B242W,,,,
8322,8322,Holden,Narottam,D,,Acting Police Officer Detective,,Sau Squad A,,,,B722A,,,
8322,8322,Holden,Narottam,D,,Police Officer Probation,,East Pct,1St W - E/G Relief (Charli,,B241T,,,,
8322,8322,Holden,Narottam,D,,Acting Police Officer Detective,,Sau Squad A,,,,,"Holden, Narottam D",B722A,D
8323,8323,Holden,Vrndavana,D,,Police Officer Probation,,North Pct,2Nd W - Boy,,B122B,,,,
8323,8323,Holden,Vrndavana,D,,Police Officer,,North Pct,3Rd W - Nora,,,B123N,,,
8323,8323,Holden,Vrndavana,D,,Police Officer,,North Pct 3Rd W - Nora,,,,,"Holden, Vrndavana D",B123N,D
8324,8324,Woodward,Carl,P,,olice Officer Probation,,Southwest Pct,3Rd W - F/W Relief,,B253T,,,,
8324,8324,Woodward,Carl,,,Police Officer,,Southwest Pct,3Rd W - Frank,,,B253F,,,
8324,8324,Woodward,Carl,,,Police Officer,,Southwest Pct 3Rd W - Frank,,,,,"Woodward, Carl",B253F,
8325,8325,Anderson,Rhonda,M,,Police Officer,,Navigation Team - Squad A,,,,A312N,,,
8325,8325,Anderson,Rhonda,M,,Police Officer Probation,,West Pct,2Nd W - King,,B112K,,,,
8325,8325,Brumbaugh,Rhonda,M,,Police Officer,,Navigation Team - Squad A,,,,,"Brumbaugh, Rhonda M",A312N,M
8326,8326,Kalmes,Peter,J,,Police Officer,,West Pct Ops - Burg/Theft,,,,B119D,,,
8326,8326,Kalmes,Peter,J,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8326,8326,Kalmes,Peter,J,,Police Officer,,West Pct Ops - Burg/Theft,,,,,"Kalmes, Peter J",B119D,J
8327,8327,Martin,Kenneth,E,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8328,8328,Preuss,Kurt,W,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8328,8328,Preuss,Kurt,W,,Police Officer,,East Pct,3Rd W - East Beats,,,B243A,,,
8328,8328,Preuss,Kurt,W,,Police Officer,,East Pct 3Rd W - East Beats,,,,,"Preuss, Kurt W",B243A,W
8329,8329,Anderson,Jason,M,,Police Officer Detective,,North Pct Ops - Burg/Theft,,,,B129D,,,
8329,8329,Anderson,Jason,M,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8329,8329,Anderson,Jason,M,,Police Officer Detective,,North Pct Ops - Burg/Theft,,,,,"Anderson, Jason M",B129D,M
8330,8330,Keranen-Vermeulen,K,V,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8330,8330,Coelho-Vermeulen,K,V,,Police Officer,,East Pct,3Rd W - Edward,,,B243E,,,
8330,8330,Coelho-Vermeulen,K,V,,Police Officer,,East Pct 3Rd W - Edward,,,,,"Coelho-Vermeulen, K V",B243E,V
8331,8331,Pecore,Jason,M,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8331,8331,Pecore,Jason,M,,Police Officer,,East Pct,3Rd W - E/G Relief,,,B243T,,,
8331,8331,Pecore,Jason,M,,Police Officer,,East Pct 3Rd W - E/G Relief,,,,,"Pecore, Jason M",B243T,M
8332,8332,Rodriguez,Kimberly,A,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8333,8333,Bradley,Christina,M,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8333,8333,Bradley,Christina,M,,Police Officer,,East Pct,2Nd W - George,,,B242G,,,
8334,8334,Cole,Eric,J,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8334,8334,Cole,Eric,J,,Police Officer,,East Pct,2Nd W - George,,,B242G,,,
8334,8334,Cole,Eric,J,,Police Officer,,Southwest Pct 2Nd W - F/W Relief,,,,,"Cole, Eric J",B252T,J
8335,8335,Erickson,Kevin,P,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8336,8336,Moreno,Gerardo,P,,olice Student Officer,,Training - Field Training Squad,,,C125F,,,,
8336,8336,Moreno,Gerardo,,,Police Officer,,East Pct,2Nd W - Edward,,,B242E,,,
8336,8336,Moreno,Gerardo,,,Police Officer,,East Pct 2Nd W - Edward,,,,,"Moreno, Gerardo",B242E,
8337,8337,Randle,John,D,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8337,8337,Randle,John,D,,Police Officer,,North Pct,1St W - Boy (John),,,B121B,,,
8337,8337,Randle,John,D,,Police Officer,,North Pct 1St W - Boy (John),,,,,"Randle, John D",B121B,D
8338,8338,Smith,Tyler,S,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8339,8339,Zuray,Joshua,J,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8339,8339,Zuray,Joshua,J,,Police Officer,,North Pct,1St W - Boy (John),,,B121B,,,
8339,8339,Zuray,Joshua,J,,Police Officer,,North Pct 1St W - Boy (John),,,,,"Zuray, Joshua J",B121B,J
8340,8340,Bauer,Nathan,J,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8340,8340,Bauer,Nathan,J,,Police Officer,,North Pct,2Nd W - Lincoln,,,B122L,,,
8340,8340,Bauer,Nathan,J,,Police Officer,,North Pct 2Nd W - Lincoln,,,,,"Bauer, Nathan J",B122L,J
8341,8341,Decastro Quinones,K,P,,olice Student Officer,,Training - Field Training Squad,,,C125F,,,,
8341,8341,Decastro Quinones,K,,,Police Officer,,North Pct,2Nd W - Union,,,B122U,,,
8341,8341,Decastro Quinones,K,,,Police Officer,,North Pct Ops - Burg/Theft,,,,,"Decastro Quinones, K",B129D,
8342,8342,Hoffman,Molly,J,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8343,8343,Lopez,Eduardo,F,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8343,8343,Lopez,Eduardo,F,,Police Officer,,North Pct,2Nd W - North Beats,,,B122A,,,
8343,8343,Lopez,Eduardo,F,,Police Officer,,North Pct 2Nd W - North Beats,,,,,"Lopez, Eduardo F",B122A,F
8344,8344,Peters,Colby,J,,Police Recruit,,Training - Field Training Squad,,,C125F,,,,
8345,8345,Williams,Michael,A,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8346,8346,Thrash,Domisi,L,,Police Recruit,,Hr - Blea - Academy Recruits,,,C021F,,,,
8346,8346,Thrash,Domisi,L,,Police Officer,,North Pct,3Rd W - John Relief,,,B123W,,,
8346,8346,Thrash,Domisi,L,,Police Officer,,North Pct 3Rd W - L/U Relief,,,,,"Thrash, Domisi L",B123T,L
8347,8347,Duus,John,T,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8347,8347,Duus,John,T,,Police Officer,,West Pct,2Nd W - Mary,,,B112M,,,
8347,8347,Duus,John,T,,Police Officer,,West Pct 2Nd W - Mary,,,,,"Duus, John T",B112M,T
8348,8348,Eastgard,Erik,L,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8348,8348,Eastgard,Erik,L,,Police Officer,,West Pct,2Nd W - Mary Beats,,,B112C,,,
8348,8348,Eastgard,Erik,L,,Police Officer,,West Pct 2Nd W - Mary Beats,,,,,"Eastgard, Erik L",B112C,L
8349,8349,Edwards,Terrance,E,,Police Student Officer,,North Pct,3Rd W - Nora,,B123N,,,,
8349,8349,Edwards,Terrance,E,,Police Officer,,South Pct,2Nd W - R/S Relief,,,B232T,,,
8349,8349,Edwards,Terrance,E,,Police Officer,,South Pct 2Nd W - R/S Relief,,,,,"Edwards, Terrance E",B232T,E
8350,8350,Masterson,Jacob,J,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8350,8350,Masterson,Jacob,J,,Police Officer,,Southwest Pct,3Rd W - William,,,B253W,,,
8350,8350,Masterson,Jacob,J,,Police Officer,,Southwest Pct 3Rd W - William,,,,,"Masterson, Jacob J",B253W,J
8351,8351,Mcmullen,Joshua,R,,Police Officer Probation,,East Pct,2Nd W - E/G Relief,,B242T,,,,
8351,8351,Mcmullen,Joshua,R,,Police Officer,,East Pct,2Nd W - Beats,,,B242B,,,
8351,8351,Mcmullen,Joshua,R,,Police Officer,,East Pct 2Nd W - Beats,,,,,"Mcmullen, Joshua R",B242B,R
8352,8352,Hay,Garret,W,,Police Recruit,,Hr - Blea - Academy Recruits,,,C021F,,,,
8352,8352,Hay,Garret,W,,Police Officer,,North Pct,2Nd W - John Relief,,,B122W,,,
8352,8352,Hay,Garret,W,,Police Officer,,North Pct 2Nd W - John Relief,,,,,"Hay, Garret W",B122W,W
8353,8353,Johns,Jack,,,Police Officer,,Southwest Pct Ops - Night Act,,,,B259B,,,
8353,8353,Johns,John,F,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8353,8353,Johns,Jack,,,Police Officer,,Southwest Pct Ops - Night Act,,,,,"Johns, Jack",B259B,
8354,8354,O'Dell,Justin,T,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8354,8354,O'Dell,Justin,T,,Police Officer,,North Pct,1St W - Nora (John),,,B121N,,,
8354,8354,O'Dell,Justin,T,,Police Officer,,North Pct 1St W - Nora (John),,,,,"O'dell, Justin T",B121N,T
8355,8355,Addae,Jabari,P,,olice Student Officer,,Training - Field Training Squad,,,C125F,,,,
8355,8355,Addae,Jabari,,,Police Officer,,North Pct,2Nd W - Boy,,,B122B,,,
8355,8355,Addae,Jabari,,,Police Officer,,Crisis Response Squad,,,,,"Addae, Jabari",A313A,
8356,8356,Cloninger,Stephen,W,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8356,8356,Cloninger,Stephen,W,,Police Officer,,West Pct,2Nd W - K/Q Relief,,,B112T,,,
8357,8357,Merritt,Stephanie,J,,Acting Police Officer Detective,,Force Investigations Squad,,,,C171A,,,
8357,8357,Palmer,Stephanie,J,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8357,8357,Merritt,Stephanie,J,,Police Officer Detective,,Hr - Department Unavailable Person~,,,,,"Merritt, Stephanie J",A810X,J
8358,8358,Vanruth,Colette,A,,Police Student Officer,,Training - Field Training Squad,,,C125F,,,,
8358,8358,Vanruth,Colette,A,,Police Officer,,South Pct,2Nd W - Ocean Relief,,,B232V,,,
8358,8358,Vanruth,Colette,A,,Police Officer,,South Pct 2Nd W - Ocean Relief,,,,,"Vanruth, Colette A",B232V,A
8359,8359,Averett,Elliott,P,,olice Recruit,,Hr - Blea - Academy Recruits,,,C021F,,,,
8360,8360,Binder,Joseph,D,,Police Recruit,,Hr - Blea - Academy Recruits,,,C021F,,,,
8360,8360,Binder,Joseph,D,,Police Officer,,East Pct,2Nd W - Charlie Relief,,,B242W,,,
8360,8360,Binder,Joseph,D,,Police Officer,,East Pct 2Nd W - Charlie Relief,,,,,"Binder, Joseph D",B242W,D
8361,8361,Sutphin,Loren,R,,Police Recruit,,Hr - Blea - Academy Recruits,,,C021F,,,,
8362,8362,Wallace,Jordan,R,,Police Recruit,,Hr - Blea - Academy Recruits,,,C021F,,,,
8362,8362,Wallace,Jordan,R,,Police Officer,,North Pct,2Nd W - Lincoln,,,B122L,,,
8362,8362,Wallace,Jordan,R,,Police Officer,,North Pct 2Nd W - Lincoln,,,,,"Wallace, Jordan R",B122L,R
8363,8363,Grozav,Bryan,V,,Police Recruit,,Hr - Blea - Academy Recruits,,,C021F,,,,
8363,8363,Grozav,Bryan,V,,Police Officer,,Southwest Pct,3Rd W - Frank,,,B253F,,,
